id,organization_id,entity_type,entity_name,entity_code,entity_description,parent_entity_id,smart_code,smart_code_status,ai_confidence,ai_classification,ai_insights,business_rules,metadata,tags,status,created_at,updated_at,created_by,updated_by,version
633592d3-1043-4385-b72d-6c580d75c582,378f24fb-d496-4ff7-8afa-ea34895a0eb8,PRODUCT_CATEGORY,Smoothening,PRODUCT_CATEGORY-1760082251101,,,HERA.SALON.CATEGORY.ENT.PRODUCT.V1,DRAFT,0.0000,,{},{},{},,active,2025-10-10 07:44:11.141421+00,2025-10-10 07:44:11.141421+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
b2a4c955-9289-41f7-a6ed-604832519a14,378f24fb-d496-4ff7-8afa-ea34895a0eb8,stock_alert,overstock - 7a2a7016-fab7-432d-8591-2729425f137d,STOCK_ALERT-1760637276379,,,HERA.SALON.INV.ALERT.OVERSTOCK.V1,DRAFT,0.0000,,{},{},"{""severity"": ""info"", ""branch_id"": ""83f96b69-156f-4029-b636-638ad7b36c47"", ""alert_type"": ""overstock"", ""product_id"": ""7a2a7016-fab7-432d-8591-2729425f137d"", ""is_acknowledged"": false, ""current_quantity"": 50, ""threshold_quantity"": 10}",,active,2025-10-16 17:54:36.394695+00,2025-10-16 17:54:36.394695+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
99a08d05-9de4-46e8-9b4e-6ac0e3380af2,378f24fb-d496-4ff7-8afa-ea34895a0eb8,customer,Enterprise Test Customer - Sarah Johnson,,,,HERA.SALON.CUSTOMER.ENTITY.VIP.V1,DRAFT,0.0000,,{},{},{},,active,2025-10-17 07:49:22.657995+00,2025-10-17 07:49:22.657995+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
0791d3ba-611a-417b-ae4c-d3f975d7bbf2,378f24fb-d496-4ff7-8afa-ea34895a0eb8,STOCK_LEVEL,Stock: K-STRAIGHT IONIC 0 @ undefined,STOCK-4f661805-db115f39-mgunchix,,,HERA.SALON.INV.ENTITY.STOCKLEVEL.V1,DRAFT,0.0000,,{},{},{},,active,2025-10-17 09:28:47.286341+00,2025-10-17 09:28:47.286341+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
613488c3-9dcc-46d6-9937-9d530e14ea87,378f24fb-d496-4ff7-8afa-ea34895a0eb8,STOCK_LEVEL,Stock: Premium Hair Treatment Serum @ Mercure Gold Hotel,STOCK-d84c5cc0-db115f39,,,HERA.SALON.INV.ENTITY.STOCKLEVEL.V1,DRAFT,0.0000,,{},{},{},,active,2025-10-17 06:09:32.824921+00,2025-10-17 06:09:32.824921+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
bb86b6fe-dd5c-49ea-b092-0736e188019a,378f24fb-d496-4ff7-8afa-ea34895a0eb8,customer,Debug Customer,,,,HERA.SALON.CUSTOMER.ENTITY.REGULAR.V1,DRAFT,0.0000,,{},{},{},,active,2025-10-17 06:54:28.383183+00,2025-10-17 06:54:28.383183+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
87cf5bfc-fa23-4fe7-8666-67a6ffa8ae44,378f24fb-d496-4ff7-8afa-ea34895a0eb8,service_category,Hair Services,HAIR_SERVICES,,,HERA.SALON.SERVICE.CATEGORY.STANDARD.V1,DRAFT,0.0000,,{},{},{},,active,2025-10-09 18:23:59.26348+00,2025-10-13 16:01:44.185+00,3ced4979-4c09-4e1e-8667-6707cfe6ec77,3ced4979-4c09-4e1e-8667-6707cfe6ec77,1
09a715c7-17b4-4316-99d5-e2a6bfb86c0a,378f24fb-d496-4ff7-8afa-ea34895a0eb8,SERVICE,Full Global,SVC-HAIRCUT,,,HERA.SALON.SVC.HAIRCUT.STANDARD.V1,DRAFT,0.0000,,{},{},"{""category"": ""hair_services"", ""base_price"": 85, ""description"": ""Professional hair cut and styling service"", ""duration_minutes"": 60}",,active,2025-10-09 18:18:25.542608+00,2025-10-14 07:58:04.892+00,3ced4979-4c09-4e1e-8667-6707cfe6ec77,3ced4979-4c09-4e1e-8667-6707cfe6ec77,1
de347b26-d32f-426d-a63d-0e07eb0d2290,378f24fb-d496-4ff7-8afa-ea34895a0eb8,service_category,Colour,COLOUR,,,HERA.SALON.SERVICE.CATEGORY.STANDARD.V1,DRAFT,0.0000,,{},{},{},,active,2025-10-10 05:23:15.63626+00,2025-10-12 18:32:15.865+00,3ced4979-4c09-4e1e-8667-6707cfe6ec77,3ced4979-4c09-4e1e-8667-6707cfe6ec77,1
4b351833-f817-4249-a316-2573235898ef,378f24fb-d496-4ff7-8afa-ea34895a0eb8,SERVICE,Balayage,SERVICE-1760082186628,,,HERA.SALON.SERVICE.ENTITY.SERVICE.V1,DRAFT,0.0000,,{},{},"{""relationships"": {""HAS_CATEGORY"": [""de347b26-d32f-426d-a63d-0e07eb0d2290""]}}",,active,2025-10-10 07:43:06.661836+00,2025-10-14 07:58:47.769+00,3ced4979-4c09-4e1e-8667-6707cfe6ec77,3ced4979-4c09-4e1e-8667-6707cfe6ec77,1
75c5add0-078f-4073-9e68-e9fb31297b71,378f24fb-d496-4ff7-8afa-ea34895a0eb8,stock_alert,overstock - b195bad3-b54f-4b67-b78f-43c2017a7dca,STOCK_ALERT-1760637577775,,,HERA.SALON.INV.ALERT.OVERSTOCK.V1,DRAFT,0.0000,,{},{},"{""severity"": ""info"", ""branch_id"": ""db115f39-55c9-42cb-8d0f-99c7c10f9f1b"", ""alert_type"": ""overstock"", ""product_id"": ""b195bad3-b54f-4b67-b78f-43c2017a7dca"", ""is_acknowledged"": false, ""current_quantity"": 50, ""threshold_quantity"": 10}",,active,2025-10-16 17:59:37.780112+00,2025-10-16 17:59:37.780112+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
70c21a86-2ac1-4eff-ba05-5806a7280c1a,378f24fb-d496-4ff7-8afa-ea34895a0eb8,STOCK_LEVEL,Stock: Premium Hair Treatment Serum @ Park Regis Kris Kin Hotel,STOCK-d84c5cc0-83f96b69,,,HERA.SALON.INV.ENTITY.STOCKLEVEL.V1,DRAFT,0.0000,,{},{},{},,active,2025-10-17 06:09:34.933203+00,2025-10-17 06:09:34.933203+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
7ab12fdb-c441-4848-a064-382add6366ac,378f24fb-d496-4ff7-8afa-ea34895a0eb8,status,Cancelled,STATUS-CANCELLED,,,HERA.WORKFLOW.STATUS.v1,DRAFT,0.0000,,{},{},{},,active,2025-10-09 14:57:53.963151+00,2025-10-09 14:57:53.963151+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
c81a3e35-7f88-4f1c-a0fc-92ff09dce0d8,378f24fb-d496-4ff7-8afa-ea34895a0eb8,customer,Debug Customer,,,,HERA.SALON.CUSTOMER.ENTITY.REGULAR.V1,DRAFT,0.0000,,{},{},{},,active,2025-10-17 06:56:46.071566+00,2025-10-17 06:56:46.071566+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
5a7c634b-753d-483e-bbfb-1648c82b77cc,378f24fb-d496-4ff7-8afa-ea34895a0eb8,service,Premium Hair Styling Package,,,,HERA.SALON.SERVICE.ENTITY.PREMIUM.V1,DRAFT,0.0000,,{},{},{},,active,2025-10-17 07:49:22.764696+00,2025-10-17 07:49:22.764696+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
e6dca0cd-7a68-467b-bebb-0a683f9aa437,378f24fb-d496-4ff7-8afa-ea34895a0eb8,STOCK_LEVEL,Stock: K-STRAIGHT IONIC 1 @ undefined,STOCK-9c6c009d-db115f39-mguniobk,,,HERA.SALON.INV.ENTITY.STOCKLEVEL.V1,DRAFT,0.0000,,{},{},{},,active,2025-10-17 09:33:36.04274+00,2025-10-17 09:33:36.04274+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
ffce4117-d7ce-4442-8ff6-d071b9d1df2d,378f24fb-d496-4ff7-8afa-ea34895a0eb8,SERVICE,Highlights,SVC-COLOR,,,HERA.SALON.SVC.COLOR.PREMIUM.V1,DRAFT,0.0000,,{},{},"{""category"": ""color_services"", ""base_price"": 150, ""description"": ""Full color service with highlights"", ""duration_minutes"": 120}",,active,2025-10-09 18:18:25.824573+00,2025-10-14 07:57:38.299+00,3ced4979-4c09-4e1e-8667-6707cfe6ec77,3ced4979-4c09-4e1e-8667-6707cfe6ec77,1
f8966d1d-3ee7-4403-a0c5-ab178c3f5718,378f24fb-d496-4ff7-8afa-ea34895a0eb8,PRODUCT,Uppercase V Product,PROD-NORM-1760876407731,,,HERA.SALON.PRODUCT.ENTITY.ITEM.v1,,,,{},{},{},,,2025-10-19 12:20:07.989795+00,2025-10-19 12:20:07.989795+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
aa55f623-f1d1-4155-977b-ec39604cace4,378f24fb-d496-4ff7-8afa-ea34895a0eb8,stock_alert,overstock - b195bad3-b54f-4b67-b78f-43c2017a7dca,STOCK_ALERT-1760637610080,,,HERA.SALON.INV.ALERT.OVERSTOCK.V1,DRAFT,0.0000,,{},{},"{""severity"": ""info"", ""branch_id"": ""db115f39-55c9-42cb-8d0f-99c7c10f9f1b"", ""alert_type"": ""overstock"", ""product_id"": ""b195bad3-b54f-4b67-b78f-43c2017a7dca"", ""is_acknowledged"": false, ""current_quantity"": 50, ""threshold_quantity"": 10}",,active,2025-10-16 18:00:10.129774+00,2025-10-16 18:00:10.129774+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
1a87e58f-1f67-4e66-bf42-649b414fad76,378f24fb-d496-4ff7-8afa-ea34895a0eb8,STOCK_LEVEL,Stock: Professional Shampoo @ Mercure Gold Hotel,STOCK-5b66f153-db115f39,,,HERA.SALON.INV.ENTITY.STOCKLEVEL.V1,DRAFT,0.0000,,{},{},{},,active,2025-10-17 06:09:37.021675+00,2025-10-17 06:09:37.021675+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
618c69c1-99d2-4303-8641-aa250bceed02,378f24fb-d496-4ff7-8afa-ea34895a0eb8,customer,Sarah Johnson,,,,HERA.SALON.CUSTOMER.ENTITY.REGULAR.V1,DRAFT,0.0000,,{},{},{},,active,2025-10-17 07:05:14.817205+00,2025-10-17 07:05:14.817205+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
8edcd083-14df-40b5-8416-a1aa72ce13c3,378f24fb-d496-4ff7-8afa-ea34895a0eb8,customer,Transaction Posting Test Customer,,,,HERA.SALON.CUSTOMER.ENTITY.POSTING.V1,DRAFT,0.0000,,{},{},{},,active,2025-10-17 07:52:54.083779+00,2025-10-17 07:52:54.083779+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
c5c68e29-c1b7-4a43-a176-a11277d24a64,378f24fb-d496-4ff7-8afa-ea34895a0eb8,service_category,Hair Treatment,HAIR_TREATMENT,,,HERA.SALON.SERVICE.CATEGORY.STANDARD.V1,DRAFT,0.0000,,{},{},{},,active,2025-10-10 05:21:35.865136+00,2025-10-13 16:12:40.206+00,3ced4979-4c09-4e1e-8667-6707cfe6ec77,3ced4979-4c09-4e1e-8667-6707cfe6ec77,1
71586dd6-c3cd-4e31-b91a-0554215c561c,378f24fb-d496-4ff7-8afa-ea34895a0eb8,PRODUCT,Uppercase V Product,PROD-NORM-1760877635776,,,HERA.SALON.PRODUCT.ENTITY.ITEM.v1,,,,{},{},{},,,2025-10-19 12:40:35.989155+00,2025-10-19 12:40:35.989155+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
629a3c13-6644-43b5-9218-938cfb4fcc14,378f24fb-d496-4ff7-8afa-ea34895a0eb8,SERVICE,Hair cut,SERVICE-1760034297682,,,HERA.SALON.SERVICE.ENTITY.SERVICE.V1,DRAFT,0.0000,,{},{},"{""category"": ""Hair Services"", ""relationships"": {""HAS_CATEGORY"": [""87cf5bfc-fa23-4fe7-8666-67a6ffa8ae44""]}}",,active,2025-10-09 18:24:57.803591+00,2025-10-14 07:18:38.335+00,3ced4979-4c09-4e1e-8667-6707cfe6ec77,3ced4979-4c09-4e1e-8667-6707cfe6ec77,1
7cf63f0d-dbee-4de6-8722-191c34f551cf,378f24fb-d496-4ff7-8afa-ea34895a0eb8,SERVICE,Smoothening,SVC-TREATMENT,,,HERA.SALON.SVC.TREATMENT.PREMIUM.V1,DRAFT,0.0000,,{},{},"{""category"": ""treatment_services"", ""base_price"": 45, ""description"": ""Intensive hair treatment and conditioning"", ""duration_minutes"": 30}",,active,2025-10-09 18:18:26.015708+00,2025-10-14 07:45:44.623+00,3ced4979-4c09-4e1e-8667-6707cfe6ec77,3ced4979-4c09-4e1e-8667-6707cfe6ec77,1
70c7236c-6685-47b8-bd46-88293d761a7e,378f24fb-d496-4ff7-8afa-ea34895a0eb8,LEAVE_POLICY,Standard Annual Leave,POL-ANNUAL-1760300243953,,,HERA.SALON.HR.LEAVE.POLICY.V1,DRAFT,0.0000,,{},{},"{""applies_to"": ""ALL"", ""leave_type"": ""ANNUAL"", ""description"": ""Standard annual leave policy"", ""accrual_method"": ""IMMEDIATE"", ""carry_over_cap"": 5, ""effective_from"": ""2025-10-12T20:17:23.929Z"", ""min_leave_days"": 0.5, ""min_notice_days"": 7, ""metadata_category"": ""hr_policy"", ""annual_entitlement"": 30, ""max_consecutive_days"": 15, ""probation_period_months"": 3}",,ACTIVE,2025-10-12 20:17:24.634+00,2025-10-12 20:17:24.634+00,3ced4979-4c09-4e1e-8667-6707cfe6ec77,3ced4979-4c09-4e1e-8667-6707cfe6ec77,1
e20ca737-c273-45ac-97b0-f40c07f4d441,378f24fb-d496-4ff7-8afa-ea34895a0eb8,STAFF,Ramesh - Rocky,STAFF-EMMA,,,HERA.GENERIC.IDENTITY.ENTITY.PERSON.v1,DRAFT,0.0000,,"{""locale"": ""en-GB"", ""industry"": ""GENERIC"", ""norm_label"": ""ramesh - rocky"", ""decision_confidence"": 0.00}",{},"{""role"": ""color_specialist"", ""email"": ""emma@hairtalkz.ae"", ""phone"": ""+971-50-345-6789"", ""is_owner"": false, ""hire_date"": ""2024-03-01"", ""specialties"": [""color"", ""highlights"", ""treatments""], ""commission_rate"": 0.55}",,active,2025-10-09 18:18:26.572466+00,2025-10-20 12:31:47.823253+00,3ced4979-4c09-4e1e-8667-6707cfe6ec77,d794e63a-2d70-4b65-b560-0df667de221e,7
60e20f53-efcd-4197-9ee8-6c4e9344e9b7,378f24fb-d496-4ff7-8afa-ea34895a0eb8,SERVICE_CATEGORY,Hair Treatments,SERVICE_CATEGORY-1760425965287,,,HERA.SALON.SERVICE.CATEGORY.STANDARD.V1,DRAFT,0.0000,,{},{},{},,active,2025-10-14 07:12:45.287+00,2025-10-14 07:12:45.287+00,3ced4979-4c09-4e1e-8667-6707cfe6ec77,3ced4979-4c09-4e1e-8667-6707cfe6ec77,1
3561ba56-ce9a-474e-b9ee-1e01cf5f31fa,378f24fb-d496-4ff7-8afa-ea34895a0eb8,SERVICE,Brazilian Blowout,SVC-BLOWOUT,,,HERA.SALON.SVC.STYLING.EXPRESS.V1,DRAFT,0.0000,,{},{},"{""category"": ""styling_services"", ""base_price"": 65, ""description"": ""Professional blowout and styling"", ""duration_minutes"": 45}",,active,2025-10-09 18:18:25.924924+00,2025-10-14 07:57:23.915+00,3ced4979-4c09-4e1e-8667-6707cfe6ec77,3ced4979-4c09-4e1e-8667-6707cfe6ec77,1
48089a0e-5199-4d82-b9ac-3a09b68a6864,378f24fb-d496-4ff7-8afa-ea34895a0eb8,organization,Target Organization,ORG-TARGET,,,HERA.ACCOUNTING.ORG.ENTITY.v2,DRAFT,0.0000,,{},{},{},,active,2025-10-09 14:58:39.826579+00,2025-10-09 14:58:39.826579+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
956b14da-1ac5-45a1-a299-f3f107f2e4ec,378f24fb-d496-4ff7-8afa-ea34895a0eb8,workflow_status,draft,STATUS-DRAFT,,,HERA.UNIVERSAL.WORKFLOW.STATUS.DRAFT.v1,DRAFT,0.0000,,{},{},"{""color"": ""#F59E0B"", ""restored"": true, ""description"": ""Draft status""}",,active,2025-10-09 15:02:46.673797+00,2025-10-09 15:02:46.673797+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
8174231a-9dac-449e-bde8-221f5bcc3438,378f24fb-d496-4ff7-8afa-ea34895a0eb8,workflow_status,pending,STATUS-PENDING,,,HERA.UNIVERSAL.WORKFLOW.STATUS.PENDING.v1,DRAFT,0.0000,,{},{},"{""color"": ""#F59E0B"", ""restored"": true, ""description"": ""Pending approval""}",,active,2025-10-09 15:02:46.857118+00,2025-10-09 15:02:46.857118+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
d388c0cb-d3a4-4b6d-89bb-0c775af7fb92,378f24fb-d496-4ff7-8afa-ea34895a0eb8,workflow_status,approved,STATUS-APPROVED,,,HERA.UNIVERSAL.WORKFLOW.STATUS.APPROVED.v1,DRAFT,0.0000,,{},{},"{""color"": ""#10B981"", ""restored"": true, ""description"": ""Approved for use""}",,active,2025-10-09 15:02:47.044856+00,2025-10-09 15:02:47.044856+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
a412138b-ea68-46ce-a604-f7d19ae2c943,378f24fb-d496-4ff7-8afa-ea34895a0eb8,workflow_status,completed,STATUS-COMPLETED,,,HERA.UNIVERSAL.WORKFLOW.STATUS.COMPLETED.v1,DRAFT,0.0000,,{},{},"{""color"": ""#059669"", ""restored"": true, ""description"": ""Completed successfully""}",,active,2025-10-09 15:02:47.220236+00,2025-10-09 15:02:47.220236+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
8bafb26b-9fae-491d-a399-816cc7925753,378f24fb-d496-4ff7-8afa-ea34895a0eb8,user,System User,USER-SYSTEM,,,HERA.UNIVERSAL.USER.SYSTEM.v1,DRAFT,0.0000,,{},{},{},,active,2025-10-09 15:08:26.245232+00,2025-10-09 15:08:26.245232+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
98ef95f7-5d02-467e-b255-1d1b8aa662ae,378f24fb-d496-4ff7-8afa-ea34895a0eb8,gl_account,Cash,1100,,,HERA.ACCOUNTING.CHART.ACCOUNT.v2,DRAFT,0.0000,,{},{},"{""account_type"": ""ASSET""}",,active,2025-10-09 15:13:11.657285+00,2025-10-09 15:13:11.657285+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
5972b9ed-370f-4883-92d4-f2ef07f07ed4,378f24fb-d496-4ff7-8afa-ea34895a0eb8,gl_account,Accounts Receivable,1200,,,HERA.ACCOUNTING.CHART.ACCOUNT.v2,DRAFT,0.0000,,{},{},"{""account_type"": ""ASSET""}",,active,2025-10-09 15:13:11.657285+00,2025-10-09 15:13:11.657285+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
2e9b2289-89f5-4b1c-9d6f-db4add67bec3,378f24fb-d496-4ff7-8afa-ea34895a0eb8,SERVICE,Hair Spa - Normal Blow Dry,SERVICE-1760900023342,,,HERA.SALON.SERVICE.ENTITY.SERVICE.V1,,,,,,,,,2025-10-19 18:53:43.395906+00,2025-10-19 18:53:43.395906+00,bd955c9c-81ef-4c36-ae02-34fb79a1c5b3,bd955c9c-81ef-4c36-ae02-34fb79a1c5b3,1
396751a7-7cee-419c-b419-3ee29cea9425,378f24fb-d496-4ff7-8afa-ea34895a0eb8,stage,Proposal,,,,HERA.CRM.STAGE.ENTITY.PROPOSAL.V1,DRAFT,0.0000,,{},{},{},,active,2025-10-19 21:36:23.407395+00,2025-10-19 21:36:23.407395+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
d22b9f87-394e-463c-9fa1-7a4b26d5ef84,378f24fb-d496-4ff7-8afa-ea34895a0eb8,customer,Sarah Johnson,,,,HERA.SALON.CUSTOMER.ENTITY.REGULAR.V1,DRAFT,0.0000,,{},{},{},,active,2025-10-17 07:09:59.583334+00,2025-10-17 07:09:59.583334+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
a46a362d-6930-41db-9461-1ec2b194c69d,378f24fb-d496-4ff7-8afa-ea34895a0eb8,customer,Sarah Johnson,,,,HERA.SALON.CUSTOMER.ENTITY.REGULAR.V1,DRAFT,0.0000,,{},{},{},,active,2025-10-17 07:10:48.275955+00,2025-10-17 07:10:48.275955+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
9e6d661b-262a-4fd7-8e38-1e8ca48216d8,378f24fb-d496-4ff7-8afa-ea34895a0eb8,stage,Closed Won,,,,HERA.CRM.STAGE.ENTITY.CLOSED_WON.V1,DRAFT,0.0000,,{},{},{},,active,2025-10-19 21:36:23.560183+00,2025-10-19 21:36:23.560183+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
