organization_id,entity_id,field_name,field_type,field_value_text,field_value_number,field_value_boolean,field_value_date,field_value_json,smart_code,smart_code_status,ai_confidence,ai_insights,validation_status,created_at,updated_at,version
378f24fb-d496-4ff7-8afa-ea34895a0eb8,006c914c-37c0-4cb2-ad7d-d19f0a57cf1b,price_market,number,,550.00000000,,,,HERA.SALON.SERVICE.DYN.PRICE.MARKET.v1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 18:42:53.642824+00,2025-10-19 18:42:53.642824+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,006c914c-37c0-4cb2-ad7d-d19f0a57cf1b,requires_booking,boolean,,,f,,,HERA.SALON.SERVICE.DYN.REQUIRES_BOOKING.v1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 18:42:53.642824+00,2025-10-19 18:42:53.642824+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,0081857e-48d9-41a8-8b4a-3b74ab1674d8,phone,text,,,,,,HERA.SALON.CUSTOMER.FIELD.PHONE.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-17 06:52:11.959738+00,2025-10-17 06:52:11.959738+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,0427340a-ce72-4d90-bda2-91a981fd4902,active,boolean,,,t,,,HERA.SALON.SERVICE.DYN.ACTIVE.v1,DRAFT,0.0000,"{""validation_errors"": {}}",valid,2025-10-12 12:50:21.961609+00,2025-10-14 07:44:59.123+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,0427340a-ce72-4d90-bda2-91a981fd4902,commission_rate,number,,0.50000000,,,,HERA.SALON.SERVICE.DYN.COMMISSION.v1,DRAFT,0.0000,"{""validation_errors"": {}}",valid,2025-10-12 12:50:21.820021+00,2025-10-14 07:44:58.984+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,0427340a-ce72-4d90-bda2-91a981fd4902,description,text,"",,,,,HERA.SALON.SERVICE.DYN.DESCRIPTION.v1,DRAFT,0.0000,"{""validation_errors"": {}}",valid,2025-10-12 12:50:21.898994+00,2025-10-14 07:44:59.053+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,0427340a-ce72-4d90-bda2-91a981fd4902,duration_min,number,,120.00000000,,,,HERA.SALON.SERVICE.DYN.DURATION.MIN.v1,DRAFT,0.0000,"{""validation_errors"": {}}",valid,2025-10-12 12:50:21.725672+00,2025-10-14 07:44:58.917+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,0427340a-ce72-4d90-bda2-91a981fd4902,price_market,number,,850.00000000,,,,HERA.SALON.SERVICE.DYN.PRICE.MARKET.v1,DRAFT,0.0000,"{""validation_errors"": {}}",valid,2025-10-12 12:50:21.606647+00,2025-10-14 07:44:58.847+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,0427340a-ce72-4d90-bda2-91a981fd4902,requires_booking,boolean,,,f,,,HERA.SALON.SERVICE.DYN.REQUIRES_BOOKING.v1,DRAFT,0.0000,"{""validation_errors"": {}}",valid,2025-10-12 12:50:22.033947+00,2025-10-14 07:44:59.19+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,056e77f1-9a72-4371-9cf2-0ffbf2cad188,quantity,text,0,,,,,HERA.SALON.INV.DYN.QTY.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-17 08:28:46.072258+00,2025-10-17 08:28:46.072258+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,056e77f1-9a72-4371-9cf2-0ffbf2cad188,reorder_level,text,10,,,,,HERA.SALON.INV.DYN.REORDER.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-17 08:28:46.072258+00,2025-10-17 08:28:46.072258+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,057d38d0-7871-42a3-ad91-a1b382798487,assigned_to,text,Mike Johnson,,,,,HERA.CRM.LEAD.FIELD.ASSIGNED_TO.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:24.375541+00,2025-10-19 21:36:24.375541+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,057d38d0-7871-42a3-ad91-a1b382798487,last_contact,text,2024-10-16,,,,,HERA.CRM.LEAD.FIELD.LAST_CONTACT.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:24.375541+00,2025-10-19 21:36:24.375541+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,057d38d0-7871-42a3-ad91-a1b382798487,next_follow_up,text,2024-10-22,,,,,HERA.CRM.LEAD.FIELD.NEXT_FOLLOW_UP.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:24.375541+00,2025-10-19 21:36:24.375541+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,057d38d0-7871-42a3-ad91-a1b382798487,score,number,,70.00000000,,,,HERA.CRM.LEAD.FIELD.SCORE.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:24.375541+00,2025-10-19 21:36:24.375541+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,057d38d0-7871-42a3-ad91-a1b382798487,source,text,Referral,,,,,HERA.CRM.LEAD.FIELD.SOURCE.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:24.375541+00,2025-10-19 21:36:24.375541+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,057d38d0-7871-42a3-ad91-a1b382798487,value,number,,125000.00000000,,,,HERA.CRM.LEAD.FIELD.VALUE.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:24.375541+00,2025-10-19 21:36:24.375541+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,06edd149-9fba-4253-94a2-73fb85a6d80b,order,number,,1.00000000,,,,HERA.CRM.STAGE.FIELD.ORDER.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:57.507798+00,2025-10-19 21:36:57.507798+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,06edd149-9fba-4253-94a2-73fb85a6d80b,probability,number,,10.00000000,,,,HERA.CRM.STAGE.FIELD.PROBABILITY.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:57.507798+00,2025-10-19 21:36:57.507798+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,076597e7-ed56-494e-b8fe-1afc3c1b8968,activity_type,text,Call,,,,,HERA.CRM.ACTIVITY.FIELD.TYPE.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:58.651357+00,2025-10-19 21:36:58.651357+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,076597e7-ed56-494e-b8fe-1afc3c1b8968,assigned_to,text,Mike Johnson,,,,,HERA.CRM.ACTIVITY.FIELD.ASSIGNED_TO.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:58.651357+00,2025-10-19 21:36:58.651357+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,076597e7-ed56-494e-b8fe-1afc3c1b8968,duration,number,,30.00000000,,,,HERA.CRM.ACTIVITY.FIELD.DURATION.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:58.651357+00,2025-10-19 21:36:58.651357+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,076597e7-ed56-494e-b8fe-1afc3c1b8968,phone_number,text,+1-555-0457,,,,,HERA.CRM.ACTIVITY.FIELD.PHONE.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:58.651357+00,2025-10-19 21:36:58.651357+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,076597e7-ed56-494e-b8fe-1afc3c1b8968,priority,text,Medium,,,,,HERA.CRM.ACTIVITY.FIELD.PRIORITY.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:58.651357+00,2025-10-19 21:36:58.651357+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,076597e7-ed56-494e-b8fe-1afc3c1b8968,scheduled_date,text,2024-10-22,,,,,HERA.CRM.ACTIVITY.FIELD.SCHEDULED_DATE.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:58.651357+00,2025-10-19 21:36:58.651357+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,076597e7-ed56-494e-b8fe-1afc3c1b8968,scheduled_time,text,10:00,,,,,HERA.CRM.ACTIVITY.FIELD.SCHEDULED_TIME.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:58.651357+00,2025-10-19 21:36:58.651357+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,0791d3ba-611a-417b-ae4c-d3f975d7bbf2,quantity,text,1,,,,,HERA.SALON.INV.DYN.QTY.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-17 09:28:47.286341+00,2025-10-17 09:28:47.286341+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,0791d3ba-611a-417b-ae4c-d3f975d7bbf2,reorder_level,text,10,,,,,HERA.SALON.INV.DYN.REORDER.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-17 09:28:47.286341+00,2025-10-17 09:28:47.286341+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,089ba536-ec6d-4b0f-9e24-70d9c7ad5d4d,assigned_to,text,Mike Johnson,,,,,HERA.CRM.OPPORTUNITY.FIELD.ASSIGNED_TO.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:24.530319+00,2025-10-19 21:36:24.530319+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,089ba536-ec6d-4b0f-9e24-70d9c7ad5d4d,close_date,text,2024-11-30,,,,,HERA.CRM.OPPORTUNITY.FIELD.CLOSE_DATE.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:24.530319+00,2025-10-19 21:36:24.530319+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,089ba536-ec6d-4b0f-9e24-70d9c7ad5d4d,forecast_category,text,Commit,,,,,HERA.CRM.OPPORTUNITY.FIELD.FORECAST.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:24.530319+00,2025-10-19 21:36:24.530319+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,089ba536-ec6d-4b0f-9e24-70d9c7ad5d4d,probability,number,,60.00000000,,,,HERA.CRM.OPPORTUNITY.FIELD.PROBABILITY.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:24.530319+00,2025-10-19 21:36:24.530319+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,089ba536-ec6d-4b0f-9e24-70d9c7ad5d4d,type,text,Existing Customer - Upsell,,,,,HERA.CRM.OPPORTUNITY.FIELD.TYPE.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:24.530319+00,2025-10-19 21:36:24.530319+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,089ba536-ec6d-4b0f-9e24-70d9c7ad5d4d,value,number,,200000.00000000,,,,HERA.CRM.OPPORTUNITY.FIELD.VALUE.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:24.530319+00,2025-10-19 21:36:24.530319+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,08cdfbd2-7012-492c-b9e5-89a0bc4ee8f9,account_type,text,LIABILITY,,,,,HERA.ACCOUNTING.ACCOUNT.TYPE.v2,DRAFT,0.0000,"{""validation_errors"": {}}",valid,2025-10-09 13:12:04.160508+00,2025-10-09 13:12:04.160508+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,090e2717-cd32-45b4-bb2e-5883162bd1db,quantity,text,0,,,,,HERA.SALON.INV.DYN.QTY.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-17 08:26:35.721614+00,2025-10-17 08:26:35.721614+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,090e2717-cd32-45b4-bb2e-5883162bd1db,reorder_level,text,10,,,,,HERA.SALON.INV.DYN.REORDER.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-17 08:26:35.721614+00,2025-10-17 08:26:35.721614+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,09656605-1860-4be7-b5e3-35f99928d464,color,text,#48bb78,,,,,HERA.CRM.STATUS.FIELD.COLOR.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:22.644508+00,2025-10-19 21:36:22.644508+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,09656605-1860-4be7-b5e3-35f99928d464,is_default,boolean,,,t,,,HERA.CRM.STATUS.FIELD.DEFAULT.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:22.644508+00,2025-10-19 21:36:22.644508+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,09a715c7-17b4-4316-99d5-e2a6bfb86c0a,active,boolean,,,t,,,HERA.SALON.SERVICE.DYN.ACTIVE.v1,DRAFT,0.0000,"{""validation_errors"": {}}",valid,2025-10-09 18:26:00.062471+00,2025-10-14 07:58:05.313+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,09a715c7-17b4-4316-99d5-e2a6bfb86c0a,category,text,Hair Services,,,,,HERA.SALON.SERVICE.CATEGORY.V1,DRAFT,0.0000,"{""validation_errors"": {}}",valid,2025-10-10 07:01:04.503091+00,2025-10-10 07:01:04.503091+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,09a715c7-17b4-4316-99d5-e2a6bfb86c0a,commission_rate,number,,0.50000000,,,,HERA.SALON.SERVICE.DYN.COMMISSION.v1,DRAFT,0.0000,"{""validation_errors"": {}}",valid,2025-10-09 18:25:59.882293+00,2025-10-14 07:58:05.174+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,09a715c7-17b4-4316-99d5-e2a6bfb86c0a,description,text,"",,,,,HERA.SALON.SERVICE.DYN.DESCRIPTION.v1,DRAFT,0.0000,"{""validation_errors"": {}}",valid,2025-10-09 18:25:59.978447+00,2025-10-14 07:58:05.236+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,09a715c7-17b4-4316-99d5-e2a6bfb86c0a,duration_min,number,,45.00000000,,,,HERA.SALON.SERVICE.DYN.DURATION.MIN.v1,DRAFT,0.0000,"{""validation_errors"": {}}",valid,2025-10-09 18:25:59.816171+00,2025-10-14 07:58:05.072+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,09a715c7-17b4-4316-99d5-e2a6bfb86c0a,price_market,number,,450.00000000,,,,HERA.SALON.SERVICE.DYN.PRICE.MARKET.v1,DRAFT,0.0000,"{""validation_errors"": {}}",valid,2025-10-09 18:25:59.733376+00,2025-10-14 07:58:05.009+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,09a715c7-17b4-4316-99d5-e2a6bfb86c0a,requires_booking,boolean,,,f,,,HERA.SALON.SERVICE.DYN.REQUIRES_BOOKING.v1,DRAFT,0.0000,"{""validation_errors"": {}}",valid,2025-10-09 18:26:00.172725+00,2025-10-14 07:58:05.375+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,0a041d3b-3fa3-472b-817f-6f31b2cec357,assigned_to,text,Mike Johnson,,,,,HERA.CRM.OPPORTUNITY.FIELD.ASSIGNED_TO.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:58.511265+00,2025-10-19 21:36:58.511265+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,0a041d3b-3fa3-472b-817f-6f31b2cec357,close_date,text,2024-11-30,,,,,HERA.CRM.OPPORTUNITY.FIELD.CLOSE_DATE.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:58.511265+00,2025-10-19 21:36:58.511265+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,0a041d3b-3fa3-472b-817f-6f31b2cec357,forecast_category,text,Commit,,,,,HERA.CRM.OPPORTUNITY.FIELD.FORECAST.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:58.511265+00,2025-10-19 21:36:58.511265+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,0a041d3b-3fa3-472b-817f-6f31b2cec357,probability,number,,60.00000000,,,,HERA.CRM.OPPORTUNITY.FIELD.PROBABILITY.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:58.511265+00,2025-10-19 21:36:58.511265+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,0a041d3b-3fa3-472b-817f-6f31b2cec357,type,text,Existing Customer - Upsell,,,,,HERA.CRM.OPPORTUNITY.FIELD.TYPE.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:58.511265+00,2025-10-19 21:36:58.511265+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,0a041d3b-3fa3-472b-817f-6f31b2cec357,value,number,,200000.00000000,,,,HERA.CRM.OPPORTUNITY.FIELD.VALUE.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:58.511265+00,2025-10-19 21:36:58.511265+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,0a3247e5-4c1e-4c59-8ac5-8e73be90c8a9,assigned_to,text,Sarah Wilson,,,,,HERA.CRM.LEAD.FIELD.ASSIGNED_TO.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:24.276692+00,2025-10-19 21:36:24.276692+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,0a3247e5-4c1e-4c59-8ac5-8e73be90c8a9,last_contact,text,2024-10-18,,,,,HERA.CRM.LEAD.FIELD.LAST_CONTACT.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:24.276692+00,2025-10-19 21:36:24.276692+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,0a3247e5-4c1e-4c59-8ac5-8e73be90c8a9,next_follow_up,text,2024-10-25,,,,,HERA.CRM.LEAD.FIELD.NEXT_FOLLOW_UP.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:24.276692+00,2025-10-19 21:36:24.276692+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,0a3247e5-4c1e-4c59-8ac5-8e73be90c8a9,score,number,,85.00000000,,,,HERA.CRM.LEAD.FIELD.SCORE.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:24.276692+00,2025-10-19 21:36:24.276692+00,1
378f24fb-d496-4ff7-8afa-ea34895a0eb8,0a3247e5-4c1e-4c59-8ac5-8e73be90c8a9,source,text,Website Inquiry,,,,,HERA.CRM.LEAD.FIELD.SOURCE.V1,DRAFT,0.0000,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",invalid,2025-10-19 21:36:24.276692+00,2025-10-19 21:36:24.276692+00,1
