id,organization_id,entity_id,field_name,field_type,field_value_text,field_value_number,field_value_boolean,field_value_date,field_value_json,field_value_file_url,calculated_value,smart_code,smart_code_status,ai_confidence,ai_enhanced_value,ai_insights,validation_rules,validation_status,field_order,is_searchable,is_required,is_system_field,created_at,updated_at,created_by,updated_by,version
48e8c693-92ea-4fde-9f27-7b3b10becc90,00000000-0000-0000-0000-000000000000,235c9206-aba3-4bc6-bc1a-4661cdab7122,email,text,demo@example.com,,,,null,,,HERA.SEC.USER.DYN.EMAIL.v1,DRAFT,0.0000,,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",{},invalid,1,t,f,f,2025-10-21 17:05:27.036802+00,2025-10-21 17:05:27.036802+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
32d2d74e-48af-495e-aa5d-b38850bd274b,00000000-0000-0000-0000-000000000000,235c9206-aba3-4bc6-bc1a-4661cdab7122,supabase_uid,text,su-123,,,,null,,,HERA.SEC.USER.DYN.SUPABASE.v1,DRAFT,0.0000,,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",{},invalid,1,t,f,f,2025-10-21 17:05:27.036802+00,2025-10-21 17:05:27.036802+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
3a1eac95-bb24-4101-9b1a-041d5f56d754,00000000-0000-0000-0000-000000000000,b306c694-178c-4c13-845a-05b0f5134b86,email,text,demo@example.com,,,,null,,,HERA.SEC.USER.DYN.EMAIL.v1,DRAFT,0.0000,,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",{},invalid,1,t,f,f,2025-10-21 17:05:32.447385+00,2025-10-21 17:05:32.447385+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
2446000e-53ca-4b55-97da-72e3b4ecb9f0,00000000-0000-0000-0000-000000000000,b306c694-178c-4c13-845a-05b0f5134b86,supabase_uid,text,su-123,,,,null,,,HERA.SEC.USER.DYN.SUPABASE.v1,DRAFT,0.0000,,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",{},invalid,1,t,f,f,2025-10-21 17:05:32.447385+00,2025-10-21 17:05:32.447385+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
49d3be29-8730-4158-bb4c-52e144bdd343,00000000-0000-0000-0000-000000000000,b2a58e38-e894-4eee-b789-5830e94d6518,email,text,demo@example.com,,,,null,,,HERA.SEC.USER.DYN.EMAIL.v1,DRAFT,0.0000,,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",{},invalid,1,t,f,f,2025-10-21 17:05:37.457955+00,2025-10-21 17:05:37.457955+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
9ebfc156-7db2-4435-ba76-22c9467dd20e,00000000-0000-0000-0000-000000000000,b2a58e38-e894-4eee-b789-5830e94d6518,supabase_uid,text,su-123,,,,null,,,HERA.SEC.USER.DYN.SUPABASE.v1,DRAFT,0.0000,,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",{},invalid,1,t,f,f,2025-10-21 17:05:37.457955+00,2025-10-21 17:05:37.457955+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
702e7cb9-eb33-46f7-9305-56bf5424d282,00000000-0000-0000-0000-000000000000,5c94315c-a450-467a-b201-18c95c0cb20e,email,text,demo@example.com,,,,null,,,HERA.SEC.USER.DYN.EMAIL.v1,DRAFT,0.0000,,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",{},invalid,1,t,f,f,2025-10-22 10:34:39.30903+00,2025-10-22 10:34:39.30903+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
689c421a-f538-4dd1-a4ff-0000f3135b25,00000000-0000-0000-0000-000000000000,0858f086-f18e-4518-b230-b37ac2b8c2a2,email,text,demo@example.com,,,,null,,,HERA.SEC.USER.DYN.EMAIL.v1,DRAFT,0.0000,,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",{},invalid,1,t,f,f,2025-10-22 05:49:25.742725+00,2025-10-22 05:49:25.742725+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
fe5dfd63-741a-4ba9-91b1-319f472a8b89,00000000-0000-0000-0000-000000000000,0858f086-f18e-4518-b230-b37ac2b8c2a2,supabase_uid,text,su-123,,,,null,,,HERA.SEC.USER.DYN.SUPABASE.v1,DRAFT,0.0000,,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",{},invalid,1,t,f,f,2025-10-22 05:49:25.742725+00,2025-10-22 05:49:25.742725+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
cc4195c6-6c76-4d8e-95d7-6b8d52ca22d5,00000000-0000-0000-0000-000000000000,5c94315c-a450-467a-b201-18c95c0cb20e,supabase_uid,text,su-123,,,,null,,,HERA.SEC.USER.DYN.SUPABASE.v1,DRAFT,0.0000,,"{""validation_errors"": {""missing_fields"": {""entity_id"": false, ""field_name"": false, ""smart_code"": false, ""organization_id"": false}}}",{},invalid,1,t,f,f,2025-10-22 10:34:39.30903+00,2025-10-22 10:34:39.30903+00,09b0b92a-d797-489e-bc03-5ca0a6272674,09b0b92a-d797-489e-bc03-5ca0a6272674,1
